,NU_IDADE,NOTA_MEDIA,sexo,raca,natureza,pai,mae,renda
1851,17,631.34,1,branca,privada,5,5,N
1852,17,437.46,1,parda,publica,4,2,C
1853,17,586.56,0,branca,privada,5,5,I
1854,17,518.3,0,parda,publica,2,2,G
1855,17,620.1,0,branca,privada,4,4,K
1856,17,551.34,1,branca,privada,4,4,E
1857,17,515.44,0,preta,publica,2,3,G
1858,18,577.54,1,branca,publica,3,3,D
1859,17,544.82,1,branca,publica,4,4,J
1860,17,482.68,1,preta,publica,4,4,E
1861,17,518.46,0,branca,publica,4,2,I
1862,17,637.9,1,branca,publica,5,2,J
1863,17,364.08,1,branca,publica,4,3,G
1864,17,655.78,1,preta,privada,4,4,K
1865,17,499.64,1,branca,publica,4,4,E
1866,17,486.24,0,branca,publica,4,4,K
1867,18,406.86,1,branca,publica,4,3,G
1868,18,581.62,1,branca,publica,3,2,H
1869,17,588.2,1,branca,privada,4,4,H
1870,18,478.44,0,parda,publica,4,2,C
1871,18,546.14,1,amarela,publica,2,2,B
1872,17,591.06,1,branca,privada,5,5,Q
1873,18,443.6,0,parda,publica,3,3,E
1874,18,499.22,1,branca,publica,2,2,C
1875,17,513.26,1,branca,publica,3,4,F
1876,17,514.02,1,branca,publica,4,4,F
1877,17,644.56,1,branca,privada,5,4,P
1878,18,495.76,1,branca,publica,4,4,E
1879,17,659.44,0,amarela,privada,5,5,Q
1880,18,427.78,1,branca,publica,3,3,C
1881,17,490.76,1,parda,publica,3,3,D
1882,17,571.44,1,branca,privada,4,2,G
1883,17,564.5,0,parda,publica,3,2,C
1884,17,484.12,1,preta,publica,4,2,H
1885,17,475.2,1,branca,publica,3,2,B
1886,18,588.52,1,branca,privada,3,4,I
1887,17,742.48,0,branca,privada,5,4,I
1888,17,519.64,1,branca,publica,3,2,D
1889,18,661.44,1,parda,privada,3,2,E
1890,17,603.46,1,branca,publica,4,2,F
1891,18,528.66,0,branca,publica,4,4,E
1892,18,720.52,0,branca,privada,5,5,P
1893,17,472.8,1,parda,publica,4,3,F
1894,18,617.64,0,parda,privada,5,4,G
1895,18,534.8,0,parda,privada,5,2,D
1896,17,566.68,1,branca,privada,4,4,F
1897,18,518.22,1,branca,publica,3,2,B
1898,17,607,1,amarela,privada,5,2,N
1899,17,511.74,1,branca,publica,4,2,C
1900,17,555.52,1,branca,privada,3,2,H
1901,17,482.66,0,parda,publica,3,2,B
1902,17,487.86,0,branca,privada,4,2,H
1903,17,598.16,0,parda,publica,3,2,F
1904,18,555.82,0,branca,publica,2,2,C
1905,17,468.26,1,branca,publica,3,4,D
1906,17,516.76,0,parda,publica,3,4,G
1907,18,418.78,1,preta,publica,3,3,G
1908,18,505.26,1,preta,publica,1,1,B
1909,17,605.84,1,branca,publica,3,4,E
1910,17,587.02,1,branca,publica,5,4,J
1911,18,469.92,1,preta,publica,1,2,B
1912,17,688.86,0,branca,privada,5,5,O
1913,18,561.76,1,branca,privada,3,4,F
1914,17,485.4,0,branca,publica,2,4,F
1915,17,534.4,1,branca,publica,4,4,G
1916,17,668.4,1,branca,privada,5,2,I
1917,17,459.88,1,branca,publica,2,2,C
1918,17,586.58,1,branca,privada,4,4,E
1919,17,537.68,1,parda,publica,2,3,E
1920,17,584.3,1,branca,publica,3,2,E
1921,17,562.18,1,branca,publica,3,4,H
1922,17,469.82,0,branca,publica,2,2,F
1923,18,461.48,1,parda,publica,3,2,C
1924,18,351.66,0,branca,publica,3,2,F
1925,17,558.46,0,branca,privada,4,3,H
1926,18,503.46,0,branca,privada,4,5,I
1927,17,523.3,0,amarela,publica,3,2,E
1928,17,505.66,0,amarela,publica,3,3,E
1929,18,598.78,0,parda,publica,4,4,G
1930,17,354.98,0,branca,publica,3,2,C
1931,17,568,0,branca,publica,3,2,H
1932,17,666.14,1,branca,privada,4,2,P
1933,17,633.4,0,branca,publica,3,3,H
1934,17,577.66,1,branca,privada,5,5,J
1935,17,509.9,1,parda,publica,3,3,E
1936,17,524,1,branca,publica,2,4,F
1937,17,559.5,1,branca,publica,3,4,E
1938,18,631.8,0,branca,privada,4,4,O
1939,18,545.16,1,branca,publica,2,2,C
1940,17,507.74,0,parda,publica,3,3,H
1941,17,527.22,0,branca,publica,4,4,H
1942,17,551.06,0,branca,publica,4,4,I
1943,17,517.92,1,parda,publica,3,2,C
1944,18,488.74,1,parda,publica,2,2,E
1945,18,445.46,1,branca,publica,4,4,F
1946,17,516.6,1,parda,publica,5,4,C
1947,17,524.56,1,branca,publica,3,2,G
1948,18,618.56,1,branca,publica,4,4,C
1949,18,541.5,0,branca,privada,2,4,H
1950,18,350.36,1,preta,publica,2,2,D
1951,17,430.86,0,branca,publica,3,2,E
1952,17,593.38,0,branca,publica,4,4,H
1953,17,607.28,0,branca,privada,5,4,O
1954,17,591.8,1,parda,privada,5,4,F
1955,17,484,0,parda,publica,3,4,E
1956,17,464.18,0,parda,publica,3,2,C
1957,17,542.32,1,branca,publica,3,4,E
1958,18,507.84,1,branca,publica,4,2,G
1959,17,591.18,1,branca,privada,3,4,C
1960,18,503.32,1,branca,publica,3,2,G
1961,17,565.6,1,branca,publica,2,3,C
1962,19,482.6,1,branca,publica,2,2,C
1963,18,572.78,1,branca,publica,3,2,C
1964,18,698.7,0,branca,privada,5,5,P
1965,18,396.14,0,branca,publica,3,2,E
1966,17,508.18,1,parda,publica,3,3,C
1967,17,467.26,1,branca,publica,2,2,F
1968,18,575.38,0,branca,privada,5,4,N
1969,17,435.02,1,preta,publica,3,4,I
1970,18,424.66,0,branca,publica,4,2,F
1971,17,611.32,0,branca,publica,3,2,C
1972,17,508.58,0,parda,publica,3,2,F
1973,18,470.84,1,branca,publica,3,2,E
1974,17,535.22,1,branca,publica,4,2,H
1975,17,519.92,1,branca,publica,3,2,C
1976,21,355.74,0,branca,publica,2,2,D
1977,18,518.06,0,branca,publica,2,3,C
1978,17,546.16,0,branca,privada,4,4,K
1979,17,471.62,1,parda,publica,4,4,H
1980,17,554.84,1,parda,publica,3,2,K
1981,18,565.9,1,branca,privada,4,4,H
1982,17,490.02,1,parda,publica,3,2,C
1983,17,510.68,1,preta,publica,3,4,C
1984,17,555.4,0,branca,privada,4,2,H
1985,18,468.82,1,branca,publica,2,2,B
1986,18,559.84,0,branca,publica,4,3,F
1987,16,586.14,0,branca,privada,3,3,G
1988,17,618,0,branca,publica,3,2,G
1989,17,541.84,1,parda,publica,2,4,D
1990,17,560.82,0,preta,publica,3,4,H
1991,19,496.24,0,branca,publica,3,3,F
1992,17,498.84,1,parda,publica,3,2,F
1993,18,537.02,0,parda,publica,2,2,G
1994,18,505.64,0,branca,publica,3,3,G
1995,17,582.58,0,parda,publica,3,4,G
1996,18,526.9,1,branca,publica,3,2,F
1997,17,450.24,1,parda,publica,3,4,G
1998,18,580.42,1,branca,publica,3,4,D
1999,18,607.42,1,branca,privada,5,5,Q
2000,17,516.26,1,branca,publica,3,2,C
2001,18,628.62,1,parda,publica,3,2,J
2002,17,448.4,0,branca,publica,4,4,E
2003,18,534.16,0,branca,exterior,5,4,I
2004,18,545.4,1,branca,publica,4,4,D
2005,18,593.8,0,branca,publica,2,2,C
2006,17,545.16,1,branca,publica,3,3,C
2007,18,514.96,0,branca,publica,3,4,G
2008,17,564.02,1,parda,publica,4,2,E
2009,18,496.12,0,branca,publica,3,2,E
2010,17,427.2,1,branca,publica,2,2,C
2011,17,654.34,0,branca,publica,2,2,D
2012,17,511.76,0,parda,publica,3,2,C
2013,17,592.12,0,branca,publica,2,2,C
2014,17,536.7,1,branca,privada,4,4,G
2015,17,510.66,1,branca,publica,3,4,E
2016,18,564.2,0,parda,publica,3,2,H
2017,18,519.28,1,branca,publica,3,2,E
2018,17,539.76,0,branca,privada,5,4,G
2019,18,699.38,1,branca,privada,4,2,F
2020,17,645.62,0,branca,privada,3,4,E
2021,17,689.02,0,branca,privada,4,5,N
2022,22,535.76,1,branca,publica,2,2,B
2023,17,705.08,1,branca,privada,4,4,I
2024,17,540.68,1,branca,publica,4,2,D
2025,17,622.88,0,branca,privada,5,4,Q
2026,17,690.36,0,branca,privada,5,4,Q
2027,18,625.26,0,branca,privada,4,4,D
2028,17,517.98,1,amarela,publica,3,2,D
2029,18,522.58,0,branca,publica,3,3,G
2030,18,628.32,1,branca,publica,2,2,G
2031,18,633.82,1,branca,privada,5,5,P
2032,17,560.76,1,preta,publica,4,3,C
2033,17,557.8,1,branca,publica,3,4,G
2034,18,421.52,1,branca,publica,3,4,C
2035,18,488.06,1,branca,publica,4,2,C
2036,20,590.8,0,branca,privada,4,4,O
2037,17,467.48,1,branca,publica,5,3,B
2038,18,524.92,1,branca,privada,5,5,I
2039,17,542.18,1,branca,publica,3,4,F
2040,18,543.14,0,parda,publica,3,2,D
2041,17,637.74,1,branca,privada,5,5,P
2042,20,524.6,0,branca,publica,3,4,F
2043,17,507.68,0,parda,publica,2,4,E
2044,19,417.94,1,branca,publica,2,2,G
2045,17,594.2,0,branca,privada,3,4,J
2046,18,506.96,0,preta,publica,2,2,D
2047,18,510.1,0,parda,publica,3,3,C
2048,18,573.52,0,branca,privada,5,4,O
2049,18,592.64,0,branca,privada,4,2,J
2050,17,537.4,1,parda,publica,3,2,G
2051,18,497.46,1,parda,publica,2,2,C
2052,18,499.84,1,branca,privada,3,4,J
2053,18,516.82,1,preta,publica,3,2,H
2054,17,481.34,1,branca,publica,2,3,E
2055,17,657.94,0,branca,privada,5,2,F
2056,17,508.06,0,branca,privada,4,2,J
2057,18,604.74,0,branca,publica,2,2,A
2058,17,519.28,1,parda,privada,4,4,J
2059,17,594.48,1,branca,privada,5,5,J
2060,17,637.44,0,branca,privada,5,5,Q
2061,17,512.08,1,parda,publica,3,3,F
2062,17,487.18,0,branca,publica,4,4,E
2063,17,467.08,0,parda,publica,3,2,E
2064,18,538.66,1,branca,publica,3,2,D
2065,18,371.1,0,parda,publica,3,2,C
2066,18,450.8,0,amarela,privada,4,4,H
2067,17,497.14,0,branca,publica,4,2,E
2068,18,444.62,1,branca,publica,2,2,C
2069,16,675.06,1,branca,privada,5,4,P
2070,17,508.26,1,branca,publica,1,2,D
2071,17,602.86,1,branca,publica,2,2,E
2072,17,538.86,0,branca,publica,3,3,C
2073,17,616.14,0,branca,publica,2,2,F
2074,18,580.84,1,parda,publica,3,2,D
2075,17,431.08,1,branca,publica,3,2,G
2076,17,624.7,1,branca,privada,4,2,N
2077,18,518.62,1,branca,publica,4,4,F
2078,17,510.36,1,preta,publica,3,2,C
2079,17,484.44,0,branca,publica,2,2,C
2080,18,488.78,1,parda,publica,3,2,D
2081,17,580.9,0,preta,publica,3,2,D
2082,18,537.04,0,parda,publica,3,2,J
2083,21,552.84,0,branca,publica,3,2,D
2084,18,562.52,0,branca,publica,2,2,D
2085,17,571.24,1,branca,publica,5,2,Q
2086,17,660.1,1,branca,publica,2,4,C
2087,18,639.26,1,branca,privada,4,4,L
2088,17,532.2,1,parda,publica,2,2,C
2089,17,555.68,0,branca,publica,5,2,J
2090,17,495.5,0,branca,publica,3,3,C
2091,17,542.24,1,branca,publica,3,4,D
2092,17,450.06,1,branca,publica,3,2,H
2093,17,585.22,1,parda,privada,3,5,N
2094,18,532.98,1,branca,publica,3,5,B
2095,17,567.94,0,parda,publica,4,4,E
2096,17,448,1,parda,publica,3,2,C
2097,17,398.12,1,parda,publica,4,4,F
2098,17,522.66,0,branca,publica,4,2,C
2099,17,508.34,0,branca,publica,3,2,E
2100,18,456.46,1,branca,publica,2,4,G
2101,17,464.18,0,branca,publica,2,4,E
2102,17,498.2,1,branca,publica,3,5,F
2103,17,469.18,0,branca,privada,5,5,I
2104,17,443.16,0,branca,publica,4,4,E
2105,18,613.86,1,amarela,privada,5,5,Q
2106,18,541.58,1,branca,publica,3,2,C
2107,18,536.9,0,preta,publica,2,2,D
2108,17,433.04,1,parda,publica,5,4,H
2109,17,722.6,1,branca,privada,4,4,D
2110,17,640.9,1,branca,privada,4,3,H
2111,17,526.36,1,branca,publica,3,3,B
2112,17,512.5,1,parda,privada,4,2,L
2113,17,515.92,1,branca,privada,4,4,N
2114,17,541,0,parda,publica,4,2,H
2115,18,496.56,1,branca,publica,3,2,F
2116,17,574.88,1,branca,privada,4,4,G
2117,17,517.56,1,parda,publica,4,2,I
2118,17,566.96,0,parda,privada,5,4,I
2119,17,598.08,0,parda,privada,3,4,F
2120,17,685.76,0,branca,privada,5,4,G
2121,18,515.16,0,parda,publica,4,4,G
2122,18,632.94,0,parda,publica,3,2,E
2123,17,502.72,1,preta,publica,3,1,D
2124,17,498.16,0,parda,publica,3,4,I
2125,18,424.14,0,branca,publica,3,2,C
2126,17,482.94,0,preta,publica,3,4,A
2127,18,443.52,1,branca,publica,5,2,I
2128,17,531.8,1,branca,privada,5,2,G
2129,17,530.48,1,branca,publica,3,2,C
2130,17,653.84,1,branca,privada,4,4,K
2131,17,533.3,0,branca,publica,4,2,F
2132,19,488.66,1,parda,publica,3,2,G
2133,17,626.88,0,branca,privada,5,4,P
2134,17,579.12,0,branca,publica,3,4,H
2135,17,511.94,0,branca,publica,2,2,C
2136,17,588.44,0,parda,publica,4,4,I
2137,18,612.52,0,branca,publica,2,2,F
2138,18,556.76,0,branca,publica,1,2,D
2139,17,491.54,1,branca,publica,3,4,F
2140,18,388.18,1,parda,publica,3,2,E
2141,17,556.08,0,branca,publica,4,5,F
2142,18,646.02,0,branca,privada,5,5,O
2143,17,533.52,0,branca,publica,4,4,F
2144,17,520.9,1,parda,publica,3,2,C
2145,18,494.1,1,branca,publica,3,2,C
2146,17,517.06,0,branca,publica,4,2,G
2147,17,438.2,0,branca,publica,3,2,F
2148,18,426.88,1,branca,publica,3,3,B
2149,18,551.48,0,branca,publica,2,2,E
2150,17,433.46,1,parda,publica,3,4,E
2151,18,497.2,1,branca,publica,3,3,H
2152,17,640.86,1,branca,privada,5,5,O
2153,17,531.34,1,branca,publica,2,2,F
2154,17,489.04,0,preta,publica,4,2,I
2155,17,566.82,1,parda,privada,5,5,I
2156,18,394.76,0,branca,publica,3,3,E
2157,18,573.34,0,parda,publica,3,2,A
2158,18,467.54,0,branca,publica,4,2,G
2159,17,520.06,0,parda,publica,4,3,I
2160,18,467.14,1,branca,publica,3,3,D
2161,17,479.02,1,parda,publica,3,2,C
2162,18,523.86,0,parda,publica,4,3,J
2163,17,443.84,0,branca,publica,3,1,C
2164,17,482.98,1,parda,publica,2,2,C
2165,17,582.62,0,parda,publica,4,2,G
2166,17,603.32,0,preta,publica,3,4,G
2167,18,569.56,1,branca,publica,3,2,C
2168,18,653.7,0,branca,privada,4,4,D
2169,18,601.44,0,branca,privada,5,2,N
2170,18,580.82,0,parda,publica,3,4,F
2171,18,611.54,0,branca,privada,4,4,C
2172,17,476.54,0,branca,publica,3,2,D
2173,17,491.24,0,branca,publica,3,4,C
2174,17,530.58,1,parda,publica,2,2,E
2175,17,476.62,0,parda,publica,3,4,G
2176,17,602.82,1,parda,publica,3,2,C
2177,18,702.62,1,branca,privada,5,4,F
2178,17,477,1,parda,publica,4,2,C
2179,17,595.84,1,branca,privada,3,4,K
2180,18,698.04,0,branca,privada,4,4,N
2181,17,508.66,0,parda,publica,4,4,H
2182,19,524.84,1,parda,publica,3,3,I
2183,17,583.56,1,amarela,privada,2,2,G
2184,17,538.84,1,parda,publica,4,2,G
2185,17,579.86,0,branca,publica,3,2,D
2186,17,441.1,0,branca,publica,3,2,C
2187,17,553.52,0,branca,privada,4,4,H
2188,41,481.18,1,branca,publica,1,1,C
2189,18,518.52,0,branca,publica,2,3,C
2190,17,558.2,0,preta,publica,4,2,G
2191,17,569.28,0,branca,publica,3,4,I
2192,17,531.56,0,branca,publica,2,2,E
2193,17,400.8,0,branca,publica,3,1,D
2194,17,527.4,0,parda,publica,4,4,D
2195,17,488.76,1,branca,publica,3,3,C
2196,17,518.22,1,branca,publica,3,3,G
2197,17,602.78,1,branca,publica,4,4,G
2198,17,453.3,0,branca,publica,2,2,C
2199,17,449.14,0,preta,publica,3,2,D
2200,17,474.58,1,branca,publica,3,3,D
2201,17,595.46,1,branca,publica,4,4,M
2202,17,496.46,1,parda,publica,2,2,I
2203,17,448.04,0,branca,publica,3,3,B
2204,18,619.84,0,branca,publica,3,4,E
2205,18,577.76,1,branca,publica,3,2,F
2206,17,361.38,1,preta,publica,3,2,E
2207,17,467.46,1,parda,publica,4,4,F
2208,17,391.04,1,parda,publica,4,3,B
2209,18,533,1,parda,publica,3,2,E
2210,17,457.64,1,branca,publica,3,2,D
2211,17,532.12,1,parda,publica,3,2,C
2212,17,576.82,0,branca,publica,3,4,E
2213,17,547.6,1,branca,publica,1,2,C
2214,17,500.78,1,branca,publica,2,2,G
2215,17,592.84,0,branca,publica,3,3,G
2216,17,704.58,0,parda,privada,5,4,O
2217,17,433.96,1,branca,publica,4,4,G
2218,17,600.84,1,branca,privada,4,4,L
2219,17,547.4,0,preta,publica,3,4,E
2220,17,485.38,0,branca,publica,4,4,G
2221,18,496.52,1,preta,publica,3,2,A
2222,17,484.98,1,branca,publica,3,3,E
2223,17,400,0,branca,publica,3,1,I
2224,18,445.3,0,branca,publica,3,2,A
2225,18,540.44,1,branca,publica,4,2,E
2226,17,556.52,1,branca,publica,2,3,C
2227,17,721.68,1,branca,privada,5,5,P
2228,17,535.14,0,parda,publica,3,4,G
2229,18,509.7,0,preta,publica,4,4,I
2230,17,557.28,1,branca,publica,3,2,E
2231,17,470.72,1,branca,publica,3,4,B
2232,17,446.68,0,branca,publica,1,2,B
2233,17,487.44,1,branca,publica,3,4,I
2234,17,484.72,0,preta,publica,2,2,D
2235,17,508.84,1,branca,publica,4,2,D
2236,17,569.8,0,branca,publica,3,5,G
2237,17,489.4,1,branca,publica,3,2,B
2238,17,547.94,0,branca,privada,3,2,F
2239,17,526.04,0,preta,publica,2,2,C
2240,18,566.66,0,preta,publica,4,2,D
2241,18,522.38,1,preta,publica,3,2,F
2242,17,523.24,1,branca,publica,4,4,C
2243,17,541.36,1,branca,publica,3,2,D
2244,19,505.38,0,branca,publica,3,2,G
2245,17,562.3,1,parda,publica,3,2,C
2246,17,484.38,0,parda,publica,3,2,F
2247,18,617.34,0,branca,privada,5,5,P
2248,17,566.3,1,branca,privada,3,2,G
2249,17,493.1,0,branca,publica,4,5,F
2250,17,515.14,1,branca,publica,3,2,C
2251,17,537.82,1,branca,publica,1,2,G
2252,17,496.36,0,branca,publica,2,2,C
2253,17,537.34,0,parda,publica,3,4,G
2254,17,459.08,1,branca,publica,3,2,C
2255,18,611.78,0,branca,publica,3,4,D
2256,17,465.42,1,branca,publica,1,2,B
2257,17,631.34,1,branca,privada,4,4,O
2258,17,561.6,0,parda,publica,4,4,G
2259,17,659.84,0,branca,privada,5,4,K
2260,18,495.7,0,branca,publica,2,2,C
2261,18,606.76,1,parda,publica,4,2,F
2262,18,603.68,1,parda,publica,3,2,I
2263,20,517.94,1,branca,publica,3,2,B
2264,17,528.92,0,branca,publica,3,2,G
2265,17,518.66,1,parda,publica,2,2,C
2266,18,554.58,1,branca,publica,5,4,P
2267,17,634.88,1,preta,publica,2,2,D
2268,17,462.26,1,parda,publica,3,3,D
2269,18,433.66,0,branca,publica,2,2,C
2270,17,566.24,1,branca,publica,4,4,J
2271,17,673.4,1,branca,privada,4,4,P
2272,17,528.44,0,parda,publica,3,4,C
2273,16,645.58,1,amarela,privada,4,4,G
2274,16,619.82,1,branca,publica,4,4,I
2275,17,528.26,0,branca,publica,4,4,G
2276,18,480.26,1,parda,publica,4,2,G
2277,18,631.64,1,branca,privada,2,2,E
2278,17,631.96,1,parda,privada,4,4,E
2279,17,535.64,0,branca,publica,4,4,J
2280,17,575.02,1,branca,privada,4,4,F
2281,17,648.26,0,parda,publica,1,4,I
2282,18,622.9,1,branca,privada,5,4,Q
2283,18,495.52,1,parda,publica,3,2,G
2284,17,542.42,0,branca,publica,3,4,G
2285,17,662.9,1,branca,privada,5,4,K
2286,17,606.58,0,branca,privada,2,4,O
2287,18,517.78,0,branca,privada,5,4,H
2288,18,444.2,1,branca,publica,3,2,D
2289,18,568.54,0,branca,privada,3,2,G
2290,18,605.72,1,parda,privada,3,4,G
2291,17,630.8,1,branca,privada,3,4,J
2292,18,505.02,1,parda,publica,3,4,G
2293,17,595.72,1,branca,publica,2,4,G
2294,19,563.6,0,branca,privada,3,4,I
2295,17,552.56,1,parda,publica,3,2,N
2296,18,593.52,1,branca,publica,4,4,G
2297,17,546.74,1,branca,publica,5,2,F
2298,17,452.28,1,parda,publica,3,3,D
2299,17,539.96,1,parda,publica,4,4,E
2300,17,489.88,0,branca,publica,3,3,D
2301,18,424.24,1,branca,publica,4,4,C
2302,18,550.1,0,branca,publica,2,2,B
2303,17,541.64,1,branca,publica,4,4,B
2304,17,643.28,0,branca,privada,4,2,E
2305,17,649.94,0,branca,privada,4,2,E
2306,17,496.02,1,branca,publica,4,4,F
2307,18,524.88,1,parda,publica,4,3,E
2308,17,484.02,1,branca,publica,3,2,H
2309,18,608.82,0,parda,publica,3,2,D
2310,17,673.3,1,branca,privada,5,5,P
2311,18,667.78,1,branca,privada,5,5,Q
2312,18,652.46,1,branca,privada,5,4,Q
2313,17,570.52,1,preta,privada,2,3,B
2314,17,640.74,0,branca,privada,5,4,Q
2315,17,571.7,1,branca,publica,2,2,C
2316,17,568.08,0,preta,publica,4,4,E
2317,18,470.42,1,branca,publica,4,2,I
2318,17,662.84,1,branca,privada,5,4,N
2319,18,543.88,0,branca,publica,4,5,I
2320,18,470.3,1,branca,privada,4,4,I
2321,17,627.86,1,branca,privada,4,4,D
2322,18,493.18,0,branca,publica,4,3,I
2323,22,487.3,1,parda,publica,1,1,G
2324,17,694.78,1,branca,privada,5,2,Q
2325,17,638.6,1,branca,publica,3,3,E
2326,17,593.64,1,branca,privada,4,4,K
2327,17,411.78,0,branca,publica,5,4,D
2328,17,626.76,1,branca,privada,5,4,K
2329,17,544.86,0,parda,publica,2,2,G
2330,17,582.92,1,branca,privada,4,2,F
2331,17,641.46,1,branca,privada,5,5,O
2332,18,552.04,1,preta,publica,3,2,D
2333,17,623.86,0,branca,privada,5,5,Q
2334,18,408.12,1,parda,publica,3,2,B
2335,17,532.08,1,branca,publica,3,2,D
2336,17,502.3,1,branca,publica,2,2,F
2337,17,615.26,0,parda,publica,3,3,G
2338,17,640.7,1,branca,privada,4,4,I
2339,17,503.78,1,branca,publica,4,2,C
2340,17,559.96,1,branca,publica,3,2,G
2341,17,647.14,1,amarela,publica,4,2,H
2342,18,555.86,1,branca,privada,4,4,P
2343,17,656.9,0,branca,privada,4,3,I
2344,17,585.48,0,branca,publica,3,3,D
2345,19,542.68,1,parda,publica,2,2,F
2346,16,574.34,1,parda,publica,1,3,C
2347,17,575.04,1,branca,publica,4,2,F
2348,17,599.82,0,parda,privada,4,4,G
2349,17,665.06,1,branca,privada,4,4,M
2350,16,573.32,1,parda,privada,4,4,F
2351,17,643.54,0,branca,privada,5,4,Q
2352,17,634.82,1,branca,privada,5,5,Q
2353,17,556.3,0,branca,publica,4,4,D
2354,17,568.16,0,branca,publica,2,2,D
2355,17,404.48,0,branca,publica,1,1,E
2356,17,565.12,0,branca,publica,4,4,G
2357,17,531.98,1,parda,publica,3,2,D
2358,19,479.8,1,preta,privada,5,4,C
2359,17,655.76,1,branca,privada,4,4,L
2360,17,534.66,0,branca,publica,2,2,G
2361,18,413.56,1,branca,publica,2,4,F
2362,17,418.98,1,branca,publica,5,5,O
2363,17,587.24,0,amarela,privada,5,5,N
2364,17,605.22,0,branca,publica,2,2,D
2365,17,652.88,0,branca,privada,4,5,O
2366,17,476.4,0,branca,publica,2,2,E
2367,17,474.78,0,branca,publica,4,4,C
2368,18,390.66,1,parda,publica,3,3,D
2369,17,526.76,1,branca,publica,2,2,C
2370,18,634.98,0,branca,privada,5,5,Q
2371,18,592.92,0,parda,publica,4,4,H
2372,17,599.24,1,branca,publica,4,4,G
2373,17,759.18,0,branca,privada,5,4,P
2374,17,571.42,0,branca,publica,3,2,G
2375,18,355.26,0,parda,publica,4,4,E
2376,17,587.28,0,branca,publica,3,2,D
2377,17,541.64,0,parda,publica,3,3,F
2378,17,511.2,0,branca,publica,4,4,E
2379,17,612.68,0,amarela,publica,3,2,I
2380,17,674.8,0,parda,privada,4,4,N
2381,18,667.66,1,branca,privada,4,2,H
2382,17,388.56,0,branca,publica,3,2,H
2383,17,514.34,0,preta,publica,4,4,C
2384,17,494.38,0,branca,privada,5,4,L
2385,17,522.3,1,branca,publica,3,4,H
2386,17,563.2,0,branca,privada,2,4,C
2387,18,481.2,0,branca,publica,3,2,D
2388,17,553.68,1,branca,publica,4,4,I
2389,17,539.62,0,branca,publica,3,2,C
2390,17,710.54,0,branca,privada,5,4,O
2391,17,466.38,1,branca,publica,4,3,D
2392,17,715.46,1,branca,privada,5,4,Q
2393,17,595.02,1,branca,publica,4,2,D
2394,17,551.28,1,branca,publica,2,3,J
2395,17,524.64,0,parda,publica,3,2,D
2396,17,627.76,1,branca,privada,5,4,Q
2397,17,651.14,0,amarela,privada,5,5,P
2398,18,450.86,1,branca,publica,2,2,E
2399,17,714.82,1,branca,privada,3,4,G
2400,17,531,0,branca,publica,3,2,E
2401,17,607.66,0,branca,privada,5,2,P
2402,17,465.6,0,parda,publica,2,3,G
2403,17,433.86,0,parda,publica,3,4,G
2404,18,627.52,0,branca,publica,3,3,E
2405,17,540.68,1,parda,publica,3,2,C
2406,18,466.68,1,parda,publica,3,2,C
2407,17,549.46,1,parda,publica,4,2,H
2408,17,625.4,0,branca,publica,2,2,E
2409,18,450.46,1,branca,publica,4,3,D
2410,18,501.04,1,parda,publica,1,2,C
2411,18,579.98,1,branca,privada,4,4,H
2412,17,545.32,0,branca,publica,2,3,F
2413,18,516.7,0,branca,publica,2,3,E
2414,17,599.26,0,parda,publica,3,2,E
2415,17,500.74,1,branca,publica,3,2,C
2416,18,402.36,1,branca,publica,3,2,D
2417,17,466.6,0,branca,publica,3,3,D
2418,17,575.22,0,branca,publica,4,4,E
2419,18,616.52,0,parda,privada,4,4,C
2420,18,491.14,0,branca,publica,3,4,B
2421,17,643.5,0,branca,privada,3,5,A
2422,17,518.52,1,branca,publica,4,2,J
2423,19,454,0,preta,publica,3,2,C
2424,18,599.98,1,branca,privada,5,5,K
2425,17,450.66,1,branca,publica,2,2,F
2426,17,539.76,1,branca,publica,2,2,D
2427,17,445.32,1,parda,publica,2,3,E
2428,17,583.28,0,branca,privada,5,4,H
2429,17,479.84,0,branca,privada,4,4,G
2430,17,581.62,0,branca,publica,3,2,I
2431,18,526.56,1,branca,privada,4,5,H
2432,18,465.78,0,branca,publica,3,2,E
2433,18,449.88,0,branca,publica,3,4,D
2434,18,467.92,0,parda,publica,3,3,B
2435,18,493.1,1,branca,publica,4,2,C
2436,17,685.34,0,branca,privada,4,4,I
2437,17,665.02,0,branca,privada,5,5,Q
2438,17,548.02,1,branca,privada,5,4,P
2439,17,462.82,0,branca,privada,5,2,K
2440,17,574.8,0,branca,publica,4,2,H
2441,17,535.54,1,amarela,publica,3,2,C
2442,17,513.88,1,parda,publica,3,2,G
2443,17,534.72,1,branca,privada,5,5,M
2444,18,631.18,1,branca,privada,5,4,O
2445,17,653.82,0,branca,privada,5,4,O
2446,17,629.36,1,branca,privada,4,4,G
2447,17,578.92,1,branca,privada,4,4,N
2448,17,546.86,0,branca,publica,4,4,M
2449,18,555.48,1,branca,publica,3,4,H
2450,17,461.74,1,branca,publica,4,4,G
2451,17,564.02,0,branca,privada,4,4,K
2452,18,587.8,1,parda,publica,4,2,I
2453,17,532.24,1,parda,publica,4,4,C
2454,18,504.44,1,parda,publica,2,2,C
2455,17,599.26,1,branca,publica,4,4,E
2456,17,637.4,1,parda,privada,5,4,P
