,NU_IDADE,NOTA_MEDIA,sexo,raca,natureza,pai,mae,renda
623,17,456.8,1,parda,publica,3,2,C
624,18,544.4,1,branca,privada,4,2,F
625,18,664.04,0,branca,publica,2,3,F
626,17,597.7,0,branca,publica,2,2,B
627,17,674.58,1,parda,privada,5,4,I
628,18,622.62,0,branca,publica,4,4,D
629,17,540.84,1,preta,publica,3,2,D
630,18,563.22,1,branca,privada,3,4,J
631,19,445.46,1,branca,publica,4,3,F
632,17,561.46,1,parda,publica,2,4,G
633,18,626.5,0,preta,publica,3,2,F
634,17,743.9,1,branca,privada,5,5,Q
635,17,589.14,1,parda,publica,2,4,D
636,17,683.5,1,branca,privada,4,4,L
637,17,458,1,branca,publica,4,2,D
638,18,632.44,1,branca,privada,4,4,H
639,17,667.42,1,branca,privada,5,5,N
640,18,596.16,0,parda,privada,4,4,I
641,18,557.36,0,parda,publica,5,2,F
642,17,639.12,0,branca,publica,5,5,O
643,18,518.7,0,branca,publica,2,2,D
644,18,660.48,1,branca,privada,5,5,Q
645,17,673.26,1,branca,privada,5,5,H
646,17,467.36,0,branca,publica,3,2,E
647,17,665.3,0,branca,privada,5,5,Q
648,18,562.14,0,branca,publica,4,4,E
649,17,764.96,0,branca,privada,5,5,P
650,17,498.68,1,parda,publica,3,4,E
651,17,671.52,0,branca,privada,5,5,Q
652,18,566.92,1,parda,publica,2,3,E
653,18,528.52,0,branca,publica,4,4,D
654,17,513.58,1,parda,publica,2,2,D
655,17,513.8,1,branca,publica,3,2,C
656,17,582.58,0,branca,privada,4,4,J
657,17,650.08,0,branca,privada,5,5,P
658,17,438.5,0,parda,publica,2,4,G
659,17,624.7,1,branca,privada,4,2,M
660,18,583,0,preta,publica,4,2,J
661,18,582.38,1,branca,privada,3,4,I
662,17,560.68,1,branca,publica,3,4,E
663,17,652.86,0,branca,publica,4,4,J
664,18,621.5,0,branca,publica,4,2,I
665,17,475.9,1,branca,publica,4,2,E
666,18,590.98,1,parda,privada,2,4,D
667,18,605.64,1,branca,privada,4,4,N
668,17,485.54,1,preta,publica,4,4,G
669,17,645.7,0,parda,privada,4,4,N
670,16,521.54,0,parda,publica,3,4,E
671,18,542.12,1,parda,publica,3,4,E
672,17,530.88,0,branca,publica,2,3,C
673,17,585.92,1,branca,publica,2,2,E
674,18,528.84,1,preta,publica,2,2,C
675,17,577.54,0,branca,publica,4,3,F
676,18,599.26,1,branca,publica,3,2,H
677,17,518.48,0,branca,publica,4,4,H
678,17,602.06,0,branca,publica,4,3,E
679,17,525.56,1,branca,publica,2,2,G
680,17,599.68,0,parda,privada,4,5,L
681,17,522.96,1,branca,publica,4,4,K
682,17,539.98,1,parda,privada,4,2,G
683,17,389.3,0,branca,publica,2,4,E
684,17,566.96,0,parda,publica,2,4,E
685,18,602.88,1,branca,publica,3,2,D
686,17,452.04,1,parda,publica,3,4,E
687,18,532,1,branca,publica,5,4,I
688,18,697.9,0,branca,publica,4,2,G
689,18,631.08,0,branca,privada,4,4,I
690,18,495.82,0,branca,publica,3,2,D
691,17,580.92,1,preta,publica,3,4,F
692,17,582.6,1,branca,publica,3,2,C
693,17,553.78,1,parda,publica,4,4,E
694,17,526.44,1,branca,publica,4,4,H
695,17,539.94,0,parda,publica,2,3,D
696,17,576.16,1,parda,publica,2,4,I
697,17,735.46,0,branca,privada,4,4,K
698,17,465.98,0,branca,publica,3,4,G
699,17,584.12,1,branca,publica,3,5,G
700,18,535.72,1,parda,privada,4,4,N
701,17,507.98,1,branca,publica,3,2,B
702,17,506.98,1,branca,publica,4,4,D
703,18,597.4,0,parda,publica,4,4,H
704,17,588.4,0,indigena,publica,3,2,D
705,18,395.24,1,parda,publica,3,4,H
706,18,360.66,1,parda,publica,2,2,G
707,17,515.56,1,branca,publica,3,2,H
708,17,629.72,0,branca,privada,5,5,Q
709,17,552.46,1,branca,publica,4,3,C
710,18,469.06,0,parda,publica,2,2,J
711,17,505.12,1,branca,publica,3,3,C
712,18,521.54,1,branca,publica,5,2,D
713,17,709.06,1,branca,privada,4,4,K
714,17,500.52,0,branca,publica,3,1,D
715,17,612.06,0,branca,publica,5,4,H
716,17,512.18,1,branca,publica,2,2,C
717,17,534.98,0,branca,publica,4,4,J
718,17,597.52,1,branca,publica,3,2,H
719,18,428.82,0,parda,publica,3,2,F
720,17,514.62,1,branca,publica,3,3,F
721,17,629.84,1,branca,privada,4,4,N
722,18,598.32,0,branca,publica,5,2,G
723,18,492.58,1,parda,publica,1,2,D
724,18,714.5,1,branca,privada,3,2,E
725,18,527.44,0,parda,publica,3,4,A
726,17,530.36,1,amarela,publica,3,2,I
727,17,439.98,1,branca,publica,3,2,D
728,17,441.4,0,parda,publica,2,2,D
729,17,571.5,1,branca,publica,3,4,B
730,17,445.64,1,preta,publica,3,3,B
731,17,427.22,1,branca,publica,4,2,G
732,18,430.58,0,branca,publica,3,4,C
733,18,464.66,0,parda,publica,2,2,E
734,18,463.48,0,parda,publica,3,2,C
735,18,558.1,1,branca,publica,2,2,D
736,17,571.6,0,branca,publica,4,4,I
737,17,511.14,1,parda,publica,3,2,D
738,18,468.88,1,branca,publica,3,2,C
739,17,621.02,0,branca,privada,5,5,N
740,17,526.98,1,branca,publica,4,4,D
741,17,577.42,1,branca,publica,4,4,D
742,17,519.26,1,branca,publica,4,2,L
743,17,558.72,0,branca,publica,3,4,G
744,18,567.48,0,branca,publica,3,4,G
745,17,591.96,1,amarela,publica,4,4,G
746,17,633.9,1,branca,publica,3,2,G
747,17,479.06,1,branca,publica,4,4,J
748,17,422.28,1,branca,publica,3,2,C
749,18,484.82,1,branca,publica,2,2,G
750,17,451.16,0,parda,publica,3,2,C
751,18,540.66,1,parda,publica,3,3,B
752,17,504.54,0,preta,publica,4,3,F
753,18,516.34,1,branca,publica,5,2,C
754,17,579.08,0,branca,privada,2,4,G
755,17,491.34,0,branca,publica,2,2,E
756,17,498.94,1,branca,publica,3,2,D
757,17,469.38,1,parda,publica,2,2,G
758,17,428.22,1,parda,publica,2,2,C
759,17,587.08,0,branca,publica,4,4,J
760,30,510.16,1,branca,publica,3,2,C
761,17,677.32,0,branca,privada,5,5,O
762,17,488.72,1,branca,publica,4,4,E
763,18,473.98,1,parda,publica,4,2,D
764,17,470.74,1,parda,publica,3,2,C
765,17,527.14,1,branca,privada,4,5,H
766,17,494.98,0,parda,publica,3,2,C
767,18,478.98,1,branca,publica,3,2,C
768,17,377.16,1,branca,publica,3,4,F
769,17,502.92,1,parda,publica,3,4,G
770,18,449.38,1,branca,publica,2,2,C
771,17,580.94,0,parda,privada,5,2,L
772,17,569.5,0,branca,publica,3,2,E
773,20,412.26,0,branca,publica,3,3,C
774,18,495.62,1,parda,publica,1,1,A
775,17,514.64,1,branca,publica,3,3,G
776,17,555.8,1,branca,publica,3,2,C
777,17,586.22,0,preta,publica,3,2,E
778,18,449.74,0,branca,publica,3,2,K
779,17,479.82,1,parda,publica,2,3,F
780,17,583.2,1,branca,publica,2,2,E
781,49,516.26,0,branca,publica,1,1,D
782,18,564.74,0,branca,publica,3,3,D
783,19,449.48,1,branca,publica,3,2,B
784,17,482.22,1,branca,publica,2,2,I
785,18,532.58,1,branca,publica,4,3,C
786,17,369.42,0,branca,publica,4,3,H
787,18,570.18,0,branca,publica,2,2,E
788,17,454.5,0,branca,publica,3,2,H
789,18,596.58,0,branca,publica,2,3,E
790,17,432.68,1,parda,publica,1,5,F
791,18,603.68,1,branca,privada,3,2,E
792,18,547.8,0,branca,publica,3,2,F
793,17,443.26,0,branca,publica,3,2,E
794,17,525.46,1,preta,publica,2,2,D
795,17,601.2,1,branca,publica,4,4,L
796,17,502.44,1,branca,publica,4,2,E
797,18,612.42,0,parda,privada,5,5,Q
798,17,502.54,1,branca,publica,3,2,F
799,17,502.28,1,parda,publica,2,2,B
800,17,485.62,1,branca,publica,4,4,C
801,17,485.26,0,branca,publica,3,3,F
802,17,555.98,0,branca,publica,3,2,B
803,17,388.96,1,branca,publica,3,4,H
804,17,505.12,1,branca,publica,2,2,C
805,17,599.38,1,branca,publica,2,2,D
806,18,507.1,1,branca,publica,3,3,C
807,17,520.18,1,branca,publica,3,2,C
808,18,616.62,1,branca,publica,3,2,B
809,16,550.62,0,branca,publica,4,2,C
810,18,655.8,0,branca,privada,4,5,M
811,17,565.22,1,parda,publica,2,2,C
812,17,541.58,1,branca,publica,2,2,C
813,19,527.5,0,branca,publica,3,2,E
814,17,568.34,1,preta,publica,3,2,D
815,17,580.24,1,parda,publica,2,2,C
816,18,533.6,1,branca,publica,3,3,C
817,18,490.04,1,branca,publica,2,2,E
818,17,533.66,0,preta,publica,3,4,D
819,18,505.22,1,branca,publica,2,2,F
820,17,518.06,1,branca,publica,2,2,D
821,17,477.32,1,branca,publica,4,3,E
822,17,493.32,1,preta,publica,3,4,C
823,17,494.82,1,branca,publica,3,3,H
824,18,440.58,1,branca,publica,4,4,C
825,17,656.6,1,parda,publica,3,2,D
826,17,526.2,0,branca,publica,4,2,F
827,17,623.98,0,branca,privada,4,2,M
828,17,579.92,0,parda,publica,3,3,D
829,17,594,0,branca,privada,5,4,I
830,18,566.06,0,branca,publica,5,5,K
831,17,576.26,1,branca,privada,5,5,M
832,18,535.98,0,branca,publica,4,3,F
833,20,476.62,1,branca,publica,3,1,C
834,18,666.24,1,branca,publica,3,2,C
835,17,579.34,0,branca,publica,4,3,K
836,17,461.58,1,branca,publica,2,2,D
837,17,489.94,0,branca,publica,3,2,F
838,17,633.64,1,branca,privada,5,5,Q
839,17,513.78,1,branca,publica,3,3,C
840,17,485.42,1,branca,publica,4,2,C
841,18,501.66,0,branca,publica,1,1,A
842,17,515.68,0,parda,publica,3,3,C
843,17,523.86,0,parda,publica,4,4,F
844,17,641.94,1,branca,privada,5,5,N
845,17,480.46,1,branca,publica,2,2,A
846,17,606.42,1,branca,publica,4,2,H
847,18,459.96,1,branca,publica,3,4,E
848,17,408.44,0,branca,publica,3,3,F
849,17,479.74,0,branca,publica,4,2,C
850,17,542.24,1,branca,privada,4,3,A
851,18,499.92,1,branca,publica,3,2,C
852,17,531.16,1,parda,publica,3,3,G
853,18,527.62,1,branca,publica,3,2,B
854,17,524.02,0,parda,publica,4,2,I
855,19,446.94,1,parda,publica,3,2,C
856,17,551.64,1,parda,privada,5,5,L
857,18,499.4,1,parda,publica,3,2,B
858,17,458.56,1,parda,publica,3,2,E
859,17,505.98,0,parda,publica,2,2,E
860,17,540.88,1,branca,publica,2,2,D
861,18,430.04,1,branca,publica,3,2,H
862,17,526.22,1,parda,publica,3,2,B
863,17,514.74,1,branca,publica,3,2,D
864,17,489.82,0,branca,publica,3,2,H
865,17,500.28,1,branca,publica,4,3,C
866,17,595.34,1,branca,publica,4,4,I
867,17,476.74,1,preta,publica,3,2,E
868,18,457.48,1,parda,publica,3,1,F
869,17,426.52,0,parda,publica,2,3,D
870,17,357.2,1,parda,publica,2,2,C
871,17,548.76,1,branca,publica,4,2,H
872,17,477.58,0,branca,publica,3,2,D
873,18,606.26,0,parda,publica,2,2,D
874,17,533.02,0,branca,publica,4,2,G
875,17,653.76,0,branca,privada,4,4,D
876,16,457.56,0,branca,publica,4,4,E
877,17,587.46,1,branca,privada,4,4,I
878,18,463.32,1,branca,publica,3,2,B
879,17,545.28,0,branca,publica,4,4,J
880,17,493.82,0,branca,publica,4,3,H
881,17,616.72,1,branca,publica,4,4,E
882,19,476.68,0,branca,publica,4,2,C
883,17,508.64,0,branca,publica,4,4,E
884,18,517.6,0,preta,publica,2,4,D
885,18,503.62,1,branca,publica,4,2,G
886,17,510.34,1,branca,publica,3,3,C
887,17,519.56,1,parda,publica,3,2,C
888,17,498.4,0,branca,publica,4,2,C
889,17,515.02,0,parda,publica,5,2,E
890,17,586.66,1,branca,publica,5,3,H
891,18,438.8,1,branca,publica,5,2,J
892,18,627.6,1,branca,privada,5,5,P
893,17,575.46,1,parda,publica,3,2,H
894,18,563.3,1,branca,publica,4,4,D
895,17,576.18,1,parda,publica,3,3,F
896,18,590.16,1,branca,privada,3,2,E
897,17,615.4,1,branca,publica,4,2,D
898,17,335.34,1,parda,publica,3,2,F
899,17,555.48,0,parda,publica,3,4,D
900,17,475.76,1,parda,publica,4,3,D
901,17,632.46,1,branca,publica,4,2,E
902,17,558.76,0,branca,privada,4,5,J
903,17,467.92,1,parda,publica,3,2,H
904,18,506.2,1,branca,publica,3,3,C
905,17,472.36,1,parda,publica,2,2,C
906,17,512.68,1,parda,publica,3,2,G
907,17,473.32,0,parda,publica,4,2,C
908,17,527.52,1,amarela,publica,4,4,C
909,17,577.88,1,branca,publica,4,4,E
910,17,579.54,1,branca,publica,4,4,E
911,17,482.52,1,branca,publica,4,2,H
912,17,511.82,0,branca,publica,4,4,G
913,17,659.46,1,branca,privada,5,5,P
914,17,615.96,1,branca,publica,4,4,F
915,17,454.58,1,parda,publica,2,2,D
916,17,610.28,0,branca,privada,5,4,G
917,17,767.98,0,branca,privada,2,4,C
918,17,529.6,1,branca,publica,3,4,J
919,17,534.48,1,branca,publica,4,4,G
920,18,428.18,1,preta,publica,5,2,C
921,17,523.88,0,branca,privada,2,5,H
922,18,602.02,0,branca,publica,3,4,F
923,18,578.36,0,branca,publica,3,2,G
924,17,588.82,0,amarela,privada,5,5,F
925,17,518.9,1,preta,publica,4,4,B
926,17,495.44,1,branca,publica,3,4,D
927,17,619.82,1,preta,publica,4,4,G
928,18,523.28,1,branca,publica,3,3,B
929,17,477.8,1,branca,publica,2,2,C
930,18,552.52,1,branca,privada,5,2,Q
931,20,449.56,1,branca,publica,3,3,C
932,18,559.2,0,parda,publica,3,2,E
933,17,589.3,1,branca,privada,5,4,M
934,17,489.12,0,parda,publica,2,2,E
935,17,606.78,0,amarela,publica,4,5,G
936,17,550.6,1,branca,publica,5,4,H
937,17,532.34,1,parda,publica,4,4,H
938,17,564.5,1,parda,publica,4,4,H
939,18,495.48,1,parda,publica,4,4,H
940,18,502.08,1,branca,publica,3,2,C
941,17,593.78,0,branca,publica,4,4,F
942,17,534.9,0,parda,publica,3,2,C
943,17,510.1,1,branca,publica,3,2,G
944,17,481.92,1,branca,publica,3,3,E
945,17,461.78,1,branca,publica,4,2,I
946,51,535.86,0,branca,publica,3,2,F
947,17,537.18,0,branca,publica,4,2,H
948,17,559.1,1,branca,publica,1,2,G
949,17,526.3,0,branca,publica,3,2,D
950,18,621.62,1,branca,publica,3,3,E
951,17,619.26,1,parda,publica,4,4,H
952,17,541.48,1,preta,publica,4,2,G
953,17,594.5,1,branca,publica,5,4,I
954,17,491.18,1,branca,publica,3,2,H
955,17,528.4,1,branca,publica,2,2,B
956,17,422.98,0,branca,publica,2,2,C
957,17,532.56,0,branca,publica,3,3,F
958,17,666.9,1,branca,publica,4,4,E
959,17,498.44,0,branca,publica,3,2,C
960,17,471.96,1,parda,publica,3,2,C
961,19,467.94,0,parda,publica,2,2,C
962,18,610.78,1,branca,privada,5,4,O
963,17,553.24,1,branca,publica,4,4,L
964,17,496.66,1,branca,publica,2,2,F
965,17,603.3,1,branca,publica,4,2,J
966,17,459.24,1,branca,publica,3,4,I
967,17,423.88,1,branca,publica,2,2,E
968,17,505.02,1,branca,publica,3,2,L
969,17,465.76,0,branca,publica,3,2,D
970,17,555.1,1,branca,publica,2,2,G
971,17,597.02,0,branca,privada,3,2,F
972,17,695.14,1,parda,privada,4,2,J
973,17,559.44,1,branca,privada,5,4,P
974,19,541.62,1,branca,publica,4,2,C
975,18,525.76,1,branca,publica,3,2,E
976,17,668.96,1,parda,privada,3,4,N
977,17,492.84,0,parda,publica,3,2,F
978,18,528.94,0,parda,publica,2,2,C
979,19,560.42,0,parda,publica,3,4,F
980,17,619.88,1,branca,publica,4,4,G
981,17,425.52,1,branca,publica,2,2,F
982,17,511.18,1,parda,publica,3,3,E
983,17,502.2,1,branca,publica,2,2,C
984,17,518.56,1,parda,publica,3,2,H
985,17,660.86,0,branca,privada,5,5,Q
986,18,487.3,0,branca,publica,3,2,C
987,17,516.02,0,preta,publica,4,2,G
988,17,542.64,1,parda,publica,3,2,C
989,17,551.32,1,branca,publica,4,4,K
990,17,436.62,0,preta,publica,1,2,C
991,18,514.02,0,branca,publica,4,4,H
992,17,581.52,1,branca,publica,3,4,G
993,18,471.06,0,branca,publica,3,3,H
994,17,555.12,1,branca,privada,4,2,D
995,17,529.18,1,branca,privada,4,4,H
996,17,595.26,0,branca,publica,2,2,F
997,18,445.84,0,parda,publica,3,2,F
998,17,539.14,0,preta,publica,3,2,F
999,19,588.4,1,parda,privada,4,2,H
1000,17,600.42,1,branca,publica,3,2,E
1001,17,571.84,1,branca,publica,4,4,H
1002,18,561.9,1,preta,publica,3,2,J
1003,17,385.32,1,branca,publica,3,2,D
1004,18,506.26,0,branca,publica,3,2,G
1005,17,548.4,0,parda,publica,3,4,I
1006,17,517.5,1,parda,publica,2,2,H
1007,18,517.66,0,parda,publica,4,3,G
1008,17,496.88,1,preta,publica,1,2,C
1009,17,547.24,0,branca,publica,4,4,D
1010,17,587.26,0,branca,publica,4,4,E
1011,17,521.12,1,branca,publica,5,4,G
1012,18,475.62,0,parda,publica,3,3,G
1013,17,552.78,1,parda,publica,4,2,C
1014,17,553.54,1,preta,publica,3,3,D
1015,17,573.2,1,branca,publica,5,4,I
1016,17,577.36,0,parda,publica,4,4,G
1017,18,585.06,0,parda,publica,4,4,H
1018,17,514.04,1,preta,publica,4,5,H
1019,17,562.82,0,branca,publica,4,2,E
1020,19,493.54,0,preta,publica,2,4,B
1021,17,596.32,1,amarela,privada,2,4,H
1022,18,547.7,1,parda,publica,2,2,A
1023,18,671.28,1,branca,privada,4,2,H
1024,18,556.22,1,branca,publica,4,3,E
1025,17,488.4,1,parda,publica,3,4,G
1026,17,607.1,1,branca,privada,5,2,K
1027,18,412.32,0,branca,privada,2,4,I
1028,17,508.1,1,branca,publica,4,2,E
1029,17,509.4,1,parda,publica,2,2,B
1030,17,524.06,1,parda,publica,3,4,F
1031,17,563.84,1,parda,privada,3,2,E
1032,18,525.46,1,branca,publica,4,4,C
1033,18,473.52,1,branca,publica,2,2,G
1034,18,639.14,0,branca,publica,3,2,H
1035,17,449.76,1,branca,publica,3,2,C
1036,17,538.58,1,branca,publica,3,4,H
1037,18,580.62,1,branca,publica,4,2,F
1038,17,571.14,1,branca,privada,4,4,I
1039,17,509.98,1,branca,privada,1,1,C
1040,17,529.98,1,branca,publica,4,4,G
1041,17,548,1,branca,publica,4,2,E
1042,17,533.64,1,branca,publica,2,4,C
1043,17,505.36,1,parda,publica,3,2,B
1044,17,635.7,0,branca,privada,5,5,Q
1045,17,640.96,1,branca,privada,5,4,Q
1046,17,359.98,0,branca,publica,2,2,D
1047,17,519.82,1,branca,publica,3,2,C
1048,18,496.44,0,parda,publica,4,4,G
1049,17,629.36,0,branca,publica,3,4,F
1050,17,586.28,1,parda,publica,4,4,D
1051,18,456.34,1,parda,publica,2,2,E
1052,17,670.94,0,branca,privada,4,4,G
1053,17,585.32,1,branca,publica,3,4,H
1054,17,500.82,1,parda,publica,3,4,E
1055,18,565.4,0,preta,publica,3,4,H
1056,17,480.66,0,branca,publica,2,2,C
1057,17,555.6,1,branca,publica,3,4,F
1058,17,614.66,0,branca,privada,4,3,K
1059,18,554.4,0,branca,privada,5,5,N
1060,17,544.1,1,branca,publica,2,3,C
1061,17,420.3,0,branca,privada,2,2,E
1062,17,584.52,1,branca,privada,4,4,D
1063,18,511.68,0,amarela,publica,3,2,E
1064,17,510.46,1,parda,publica,3,2,L
1065,18,486.2,1,branca,publica,3,3,F
1066,17,586.94,0,branca,privada,5,5,K
1067,17,578,0,branca,publica,3,4,H
1068,17,461.18,0,parda,publica,3,5,G
1069,17,534.3,0,parda,publica,2,2,D
1070,18,614.18,1,branca,privada,4,4,H
1071,17,511.66,0,parda,publica,4,2,H
1072,18,539.32,1,parda,publica,2,2,E
1073,18,534.8,1,branca,publica,3,2,B
1074,17,539.74,1,branca,publica,3,2,C
1075,18,475.26,1,branca,publica,3,3,C
1076,17,593.66,1,branca,publica,2,4,F
1077,17,526.38,1,branca,publica,1,2,G
1078,18,655.4,0,branca,privada,4,4,F
1079,17,608.84,1,parda,publica,2,2,F
1080,17,421.02,1,parda,publica,2,2,B
1081,18,603.52,1,branca,publica,3,2,H
1082,18,509.94,1,parda,publica,2,3,G
1083,17,506.48,1,branca,publica,2,4,E
1084,17,544.8,0,branca,privada,3,2,J
1085,17,523.38,1,branca,publica,3,4,F
1086,17,482.86,1,branca,publica,3,3,G
1087,17,543.84,1,branca,publica,3,2,E
1088,17,709.64,1,branca,privada,3,2,H
1089,17,552.52,0,parda,publica,2,2,D
1090,16,516.5,1,branca,publica,3,3,G
1091,18,471.1,1,branca,publica,3,2,D
1092,18,623.92,0,branca,privada,5,5,N
1093,17,578.74,1,branca,privada,4,5,E
1094,18,768.26,0,parda,privada,5,4,Q
1095,18,670.56,1,branca,privada,4,5,K
1096,18,556.92,0,branca,privada,4,4,J
1097,17,633.42,1,branca,privada,3,2,D
1098,22,576.04,1,parda,publica,4,4,C
1099,18,648.16,1,branca,privada,5,5,Q
1100,17,488.46,1,parda,publica,3,2,H
1101,17,684.38,1,branca,privada,4,4,J
1102,17,575.7,0,branca,privada,3,4,J
1103,17,523.78,1,branca,publica,3,4,E
1104,17,480.3,0,branca,publica,4,2,B
1105,18,546.02,0,branca,publica,4,2,G
1106,17,649.82,1,parda,publica,4,4,H
1107,18,596.46,1,branca,publica,3,2,E
1108,17,569.42,1,branca,publica,3,4,E
1109,17,458.36,1,branca,publica,3,1,C
1110,17,475.98,1,branca,publica,4,4,E
1111,18,544.94,1,branca,publica,3,2,F
1112,18,585.16,1,parda,privada,5,5,J
1113,17,585.88,0,branca,privada,4,4,J
1114,17,524.04,1,branca,publica,2,5,D
1115,18,557.36,1,branca,publica,3,2,F
1116,18,486.86,1,parda,publica,3,4,G
1117,17,643.2,1,branca,privada,5,4,Q
1118,17,592.76,1,branca,privada,4,4,N
1119,17,546.84,1,branca,publica,4,5,F
1120,17,694.22,1,branca,privada,5,5,G
1121,17,579.44,1,branca,publica,4,2,B
1122,17,576.78,1,branca,publica,4,2,E
1123,18,658.26,0,branca,publica,3,2,B
1124,17,555.94,1,parda,publica,3,2,E
1125,17,522.78,1,branca,publica,4,4,I
1126,17,537.52,0,branca,publica,2,2,H
1127,18,611.2,0,branca,privada,5,5,Q
1128,19,422.18,1,preta,publica,3,1,C
1129,18,544.2,0,branca,privada,3,4,K
1130,17,509.78,0,preta,publica,4,2,H
1131,17,635.04,1,branca,privada,3,4,M
1132,17,643.96,0,branca,privada,4,4,P
1133,17,679.04,1,branca,privada,5,4,F
1134,17,570.86,1,branca,publica,4,4,E
1135,17,492.34,1,parda,publica,2,2,D
1136,17,512.28,1,branca,publica,3,3,F
1137,18,414.82,1,branca,publica,3,2,D
1138,17,666.3,1,amarela,privada,5,4,P
1139,17,510.66,1,branca,publica,3,2,F
1140,17,460.68,0,parda,publica,3,2,A
1141,17,323.08,0,parda,publica,2,2,D
1142,17,524.06,0,branca,publica,2,4,G
1143,18,465.6,1,parda,publica,3,2,B
1144,17,525.84,0,branca,publica,4,4,E
1145,18,479.64,0,branca,publica,3,2,D
1146,17,524.18,1,branca,publica,3,2,I
1147,17,562.18,1,branca,publica,2,2,B
1148,18,596.44,1,branca,privada,4,4,H
1149,17,507.26,1,parda,publica,3,4,K
1150,17,617.22,0,branca,publica,4,2,H
1151,17,582.28,1,branca,privada,4,4,G
1152,18,526.72,0,branca,publica,4,2,G
1153,17,607.34,1,branca,publica,3,2,F
1154,19,436.5,1,preta,publica,3,2,C
1155,17,545.8,1,parda,publica,4,4,I
1156,17,509.34,0,branca,publica,3,3,D
1157,17,463.02,1,branca,publica,2,2,E
1158,18,419.96,1,branca,publica,3,2,E
1159,17,619.86,0,branca,privada,5,4,I
1160,18,538.94,0,branca,publica,2,2,D
1161,17,624.02,1,branca,privada,4,2,H
1162,17,606.22,1,branca,privada,5,5,J
1163,17,523.44,0,branca,publica,4,2,J
1164,18,693.62,0,branca,privada,4,4,P
1165,17,506.02,1,branca,publica,4,4,F
1166,17,528.08,1,parda,publica,4,4,E
1167,17,572.34,1,parda,publica,4,4,E
1168,17,576.44,1,branca,privada,4,4,O
1169,19,558.84,1,branca,publica,4,4,F
1170,17,573.62,1,branca,privada,4,4,H
1171,17,466.08,1,branca,publica,4,4,G
1172,18,393.68,0,branca,publica,2,3,G
1173,18,526.14,1,parda,publica,2,2,D
1174,18,502.3,0,parda,publica,4,4,I
1175,17,513.2,0,branca,publica,4,2,C
1176,18,517.36,1,branca,publica,2,2,C
1177,17,543.64,0,branca,publica,3,2,B
1178,17,484.72,1,branca,publica,2,2,C
1179,18,517.42,0,branca,publica,3,2,F
1180,17,445.52,1,branca,publica,3,2,L
1181,18,597.14,0,branca,publica,2,2,J
1182,17,483.48,1,branca,publica,3,2,D
1183,17,514.94,0,parda,publica,3,2,G
1184,17,590.86,1,branca,publica,4,3,D
1185,17,507.56,1,branca,publica,2,4,H
1186,17,463.84,1,branca,publica,3,4,B
1187,18,468.98,1,branca,publica,2,2,D
1188,18,653.84,1,branca,privada,3,2,C
1189,17,566.9,1,parda,publica,3,2,F
1190,17,535.88,1,parda,publica,4,2,B
1191,18,591.68,1,branca,privada,5,4,O
1192,18,622.42,0,branca,privada,4,4,J
1193,18,480.34,1,parda,publica,4,2,C
1194,17,483.16,1,branca,publica,2,2,F
1195,17,597.32,0,parda,publica,3,2,F
1196,18,539.68,0,branca,publica,2,2,F
1197,18,496.38,1,preta,publica,3,2,C
1198,17,579.8,1,branca,privada,4,4,G
1199,18,590.56,0,parda,publica,2,3,G
1200,18,495.58,0,branca,publica,2,2,E
1201,17,559.84,1,parda,publica,5,2,N
1202,18,527.92,0,branca,publica,2,2,E
1203,17,543.66,1,branca,publica,3,2,E
1204,18,631.8,0,branca,publica,2,2,C
1205,17,513.52,0,branca,publica,4,2,C
1206,17,510.84,1,branca,publica,3,3,H
1207,17,661.06,0,branca,privada,5,5,Q
1208,18,505.86,1,parda,publica,3,2,C
1209,17,586.22,0,branca,publica,4,2,H
1210,17,521.88,1,branca,publica,3,3,C
1211,18,520.98,1,parda,publica,3,2,D
1212,17,646.94,1,branca,publica,3,4,H
1213,17,635.88,1,branca,publica,4,4,B
1214,18,602.9,0,branca,privada,5,4,Q
1215,17,559.52,0,preta,publica,3,4,C
1216,18,599.34,0,branca,publica,2,2,G
1217,18,509.46,1,branca,publica,2,2,F
1218,17,496.06,1,branca,publica,3,2,E
1219,17,569.52,1,branca,publica,2,3,H
1220,17,537.86,0,branca,publica,5,4,D
1221,17,693.82,0,branca,privada,3,4,J
1222,18,618.4,0,parda,publica,3,3,I
1223,18,525.58,0,branca,publica,5,5,G
1224,17,602,0,branca,publica,4,2,C
1225,18,654.04,1,branca,privada,4,4,L
1226,18,486.16,1,preta,publica,2,2,C
1227,17,642.16,1,branca,privada,4,4,H
1228,17,720.46,0,preta,privada,3,2,I
1229,17,442.92,1,parda,publica,3,3,G
1230,18,571.44,1,parda,publica,3,2,F
1231,17,589.56,0,preta,publica,4,2,C
1232,18,572.98,1,amarela,publica,4,4,H
1233,18,445.36,1,branca,publica,2,2,E
1234,17,625.74,0,branca,publica,4,2,H
1235,18,520.36,0,parda,publica,2,2,F
1236,17,502.96,1,branca,publica,4,3,D
1237,17,523.16,1,branca,publica,3,4,F
1238,17,400.52,0,parda,publica,3,2,D
1239,17,527.98,0,branca,publica,2,4,F
1240,17,530.32,0,parda,publica,4,2,G
1241,17,475.5,1,parda,publica,3,5,F
1242,17,630.82,0,parda,publica,3,2,D
1243,17,722.36,1,branca,privada,5,4,N
1244,17,664.26,1,branca,privada,3,4,I
